Domain,Group,Field,numpub
Health Sciences,Health Professions,Emergency Medical Services,16
Health Sciences,Health Professions,General Health Professions,37
Health Sciences,Health Professions,Health Information Management,6
Health Sciences,Health Professions,Occupational Therapy,1
Health Sciences,Health Professions,Pharmacy,1
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",3
Health Sciences,Health Professions,Radiological and Ultrasound Technology,3
Health Sciences,Health Professions,Speech and Hearing,2
Health Sciences,Medicine,Anesthesiology and Pain Medicine,8
Health Sciences,Medicine,Biochemistry,4
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,82
Health Sciences,Medicine,Complementary and alternative medicine,6
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,8
Health Sciences,Medicine,Dermatology,9
Health Sciences,Medicine,Emergency Medicine,25
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",67
Health Sciences,Medicine,Epidemiology,136
Health Sciences,Medicine,Family Practice,2
Health Sciences,Medicine,Gastroenterology,8
Health Sciences,Medicine,Genetics,41
Health Sciences,Medicine,Geriatrics and Gerontology,1
Health Sciences,Medicine,Hematology,16
Health Sciences,Medicine,Hepatology,19
Health Sciences,Medicine,Immunology and Allergy,14
Health Sciences,Medicine,Infectious Diseases,44
Health Sciences,Medicine,Internal Medicine,4
Health Sciences,Medicine,Nephrology,20
Health Sciences,Medicine,Neurology,82
Health Sciences,Medicine,Obstetrics and Gynecology,11
Health Sciences,Medicine,Oncology,56
Health Sciences,Medicine,Ophthalmology,20
Health Sciences,Medicine,Orthopedics and Sports Medicine,35
Health Sciences,Medicine,Otorhinolaryngology,6
Health Sciences,Medicine,Pathology and Forensic Medicine,39
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",30
Health Sciences,Medicine,Pharmacology,12
Health Sciences,Medicine,Physiology,54
Health Sciences,Medicine,Psychiatry and Mental health,46
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",73
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,123
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",59
Health Sciences,Medicine,Rehabilitation,8
Health Sciences,Medicine,Reproductive Medicine,22
Health Sciences,Medicine,Rheumatology,21
Health Sciences,Medicine,Surgery,202
Health Sciences,Medicine,Transplantation,10
Health Sciences,Medicine,Urology,4
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Nutrition and Dietetics,32
Health Sciences,Nursing,Research and Theory,1
Health Sciences,Veterinary,Small Animals,1
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,2
Life Sciences,Agricultural and Biological Sciences,Aquatic Science,2
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",22
Life Sciences,Agricultural and Biological Sciences,Food Science,5
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,10
Life Sciences,Agricultural and Biological Sciences,Insect Science,4
Life Sciences,Agricultural and Biological Sciences,Plant Science,24
Life Sciences,Agricultural and Biological Sciences,Soil Science,7
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,5
