Domain,Group,Field,numpub
Health Sciences,Dentistry,Oral Surgery,2
Health Sciences,Dentistry,Periodontics,1
Health Sciences,Health Professions,Emergency Medical Services,12
Health Sciences,Health Professions,General Health Professions,65
Health Sciences,Health Professions,Health Information Management,14
Health Sciences,Health Professions,Medical Laboratory Technology,1
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,5
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",5
Health Sciences,Health Professions,Radiological and Ultrasound Technology,4
Health Sciences,Health Professions,Speech and Hearing,1
Health Sciences,Medicine,Anesthesiology and Pain Medicine,5
Health Sciences,Medicine,Biochemistry,3
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,110
Health Sciences,Medicine,Complementary and alternative medicine,3
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,6
Health Sciences,Medicine,Dermatology,8
Health Sciences,Medicine,Emergency Medicine,15
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",82
Health Sciences,Medicine,Epidemiology,109
Health Sciences,Medicine,Family Practice,2
Health Sciences,Medicine,Gastroenterology,11
Health Sciences,Medicine,Genetics,36
Health Sciences,Medicine,Geriatrics and Gerontology,2
Health Sciences,Medicine,Health Informatics,1
Health Sciences,Medicine,Hematology,14
Health Sciences,Medicine,Hepatology,13
Health Sciences,Medicine,Immunology and Allergy,16
Health Sciences,Medicine,Infectious Diseases,46
Health Sciences,Medicine,Internal Medicine,4
Health Sciences,Medicine,Microbiology,1
Health Sciences,Medicine,Nephrology,14
Health Sciences,Medicine,Neurology,125
Health Sciences,Medicine,Obstetrics and Gynecology,26
Health Sciences,Medicine,Oncology,68
Health Sciences,Medicine,Ophthalmology,29
Health Sciences,Medicine,Orthopedics and Sports Medicine,32
Health Sciences,Medicine,Otorhinolaryngology,9
Health Sciences,Medicine,Pathology and Forensic Medicine,50
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",26
Health Sciences,Medicine,Pharmacology,8
Health Sciences,Medicine,Physiology,66
Health Sciences,Medicine,Psychiatry and Mental health,42
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",92
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,115
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",60
Health Sciences,Medicine,Rehabilitation,5
Health Sciences,Medicine,Reproductive Medicine,27
Health Sciences,Medicine,Rheumatology,34
Health Sciences,Medicine,Surgery,199
Health Sciences,Medicine,Transplantation,4
Health Sciences,Medicine,Urology,3
Health Sciences,Nursing,Nutrition and Dietetics,15
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",15
Life Sciences,Agricultural and Biological Sciences,Food Science,6
Life Sciences,Agricultural and Biological Sciences,Forestry,1
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
