Domain,Group,Field,numpub
Health Sciences,Dentistry,Periodontics,1
Health Sciences,Health Professions,Emergency Medical Services,8
Health Sciences,Health Professions,General Health Professions,68
Health Sciences,Health Professions,Health Information Management,10
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,8
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",9
Health Sciences,Health Professions,Radiological and Ultrasound Technology,5
Health Sciences,Health Professions,Speech and Hearing,8
Health Sciences,Medicine,Anesthesiology and Pain Medicine,2
Health Sciences,Medicine,Biochemistry,1
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,129
Health Sciences,Medicine,Complementary and alternative medicine,6
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,13
Health Sciences,Medicine,Dermatology,15
Health Sciences,Medicine,Emergency Medicine,27
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",57
Health Sciences,Medicine,Epidemiology,112
Health Sciences,Medicine,Family Practice,6
Health Sciences,Medicine,Gastroenterology,6
Health Sciences,Medicine,Genetics,22
Health Sciences,Medicine,Geriatrics and Gerontology,5
Health Sciences,Medicine,Hematology,18
Health Sciences,Medicine,Hepatology,17
Health Sciences,Medicine,Immunology and Allergy,13
Health Sciences,Medicine,Infectious Diseases,61
Health Sciences,Medicine,Internal Medicine,10
Health Sciences,Medicine,Microbiology,1
Health Sciences,Medicine,Nephrology,22
Health Sciences,Medicine,Neurology,73
Health Sciences,Medicine,Obstetrics and Gynecology,16
Health Sciences,Medicine,Oncology,78
Health Sciences,Medicine,Ophthalmology,15
Health Sciences,Medicine,Orthopedics and Sports Medicine,36
Health Sciences,Medicine,Otorhinolaryngology,6
Health Sciences,Medicine,Pathology and Forensic Medicine,56
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",28
Health Sciences,Medicine,Pharmacology,9
Health Sciences,Medicine,Physiology,71
Health Sciences,Medicine,Psychiatry and Mental health,39
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",76
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,126
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",83
Health Sciences,Medicine,Rehabilitation,5
Health Sciences,Medicine,Reproductive Medicine,37
Health Sciences,Medicine,Rheumatology,17
Health Sciences,Medicine,Surgery,213
Health Sciences,Medicine,Transplantation,6
Health Sciences,Medicine,Urology,5
Health Sciences,Nursing,Nutrition and Dietetics,32
Health Sciences,Nursing,Research and Theory,2
Health Sciences,Veterinary,Small Animals,2
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",20
Life Sciences,Agricultural and Biological Sciences,Food Science,3
Life Sciences,Agricultural and Biological Sciences,Forestry,1
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,6
Life Sciences,Agricultural and Biological Sciences,Insect Science,5
Life Sciences,Agricultural and Biological Sciences,Plant Science,28
Life Sciences,Agricultural and Biological Sciences,Soil Science,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,10
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,29
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,31
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,15
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,73
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,279
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,10
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,2
Life Sciences,Immunology and Microbiology,Applied Microbiology and Biotechnology,2
Life Sciences,Immunology and Microbiology,Immunology,104
Life Sciences,Immunology and Microbiology,Microbiology,14
Life Sciences,Immunology and Microbiology,Parasitology,14
Life Sciences,Immunology and Microbiology,Virology,10
Life Sciences,Neuroscience,Behavioral Neuroscience,2
Life Sciences,Neuroscience,Biological Psychiatry,2
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,32
Life Sciences,Neuroscience,Cognitive Neuroscience,54
