Domain,Group,Field,numpub
Health Sciences,Dentistry,Orthodontics,1
Health Sciences,Dentistry,Periodontics,5
Health Sciences,Health Professions,Emergency Medical Services,21
Health Sciences,Health Professions,General Health Professions,96
Health Sciences,Health Professions,Health Information Management,11
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,5
Health Sciences,Health Professions,Pharmacy,10
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",6
Health Sciences,Health Professions,Radiological and Ultrasound Technology,4
Health Sciences,Health Professions,Speech and Hearing,10
Health Sciences,Medicine,Anesthesiology and Pain Medicine,8
Health Sciences,Medicine,Biochemistry,7
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,186
Health Sciences,Medicine,Complementary and alternative medicine,13
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,12
Health Sciences,Medicine,Dermatology,21
Health Sciences,Medicine,Emergency Medicine,24
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",81
Health Sciences,Medicine,Epidemiology,208
Health Sciences,Medicine,Family Practice,12
Health Sciences,Medicine,Gastroenterology,19
Health Sciences,Medicine,Genetics,53
Health Sciences,Medicine,Geriatrics and Gerontology,6
Health Sciences,Medicine,Health Informatics,13
Health Sciences,Medicine,Hematology,46
Health Sciences,Medicine,Hepatology,19
Health Sciences,Medicine,Immunology and Allergy,13
Health Sciences,Medicine,Infectious Diseases,103
Health Sciences,Medicine,Internal Medicine,10
Health Sciences,Medicine,Nephrology,33
Health Sciences,Medicine,Neurology,109
Health Sciences,Medicine,Obstetrics and Gynecology,43
Health Sciences,Medicine,Oncology,153
Health Sciences,Medicine,Ophthalmology,16
Health Sciences,Medicine,Orthopedics and Sports Medicine,24
Health Sciences,Medicine,Otorhinolaryngology,9
Health Sciences,Medicine,Pathology and Forensic Medicine,69
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",61
Health Sciences,Medicine,Pharmacology,24
Health Sciences,Medicine,Physiology,99
Health Sciences,Medicine,Psychiatry and Mental health,68
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",160
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,232
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",109
Health Sciences,Medicine,Rehabilitation,11
Health Sciences,Medicine,Reproductive Medicine,28
Health Sciences,Medicine,Rheumatology,27
Health Sciences,Medicine,Surgery,318
Health Sciences,Medicine,Transplantation,9
Health Sciences,Medicine,Urology,6
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Nutrition and Dietetics,42
Health Sciences,Nursing,Research and Theory,1
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,7
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,2
Life Sciences,Agricultural and Biological Sciences,Aquatic Science,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",17
Life Sciences,Agricultural and Biological Sciences,Food Science,9
Life Sciences,Agricultural and Biological Sciences,Forestry,1
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,3
Life Sciences,Agricultural and Biological Sciences,Insect Science,6
Life Sciences,Agricultural and Biological Sciences,Plant Science,32
Life Sciences,Agricultural and Biological Sciences,Soil Science,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,18
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,36
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,44
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,113
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,387
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,13
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,5
Life Sciences,Immunology and Microbiology,Applied Microbiology and Biotechnology,4
Life Sciences,Immunology and Microbiology,Immunology,101
Life Sciences,Immunology and Microbiology,Microbiology,6
Life Sciences,Immunology and Microbiology,Parasitology,10
Life Sciences,Immunology and Microbiology,Virology,7
Life Sciences,Neuroscience,Behavioral Neuroscience,4
