Domain,Group,Field,numpub
Health Sciences,Dentistry,Oral Surgery,2
Health Sciences,Dentistry,Periodontics,1
Health Sciences,Health Professions,Emergency Medical Services,8
Health Sciences,Health Professions,General Health Professions,94
Health Sciences,Health Professions,Health Information Management,5
Health Sciences,Health Professions,Occupational Therapy,7
Health Sciences,Health Professions,Pharmacy,4
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",6
Health Sciences,Health Professions,Radiological and Ultrasound Technology,8
Health Sciences,Health Professions,Speech and Hearing,8
Health Sciences,Medicine,Anatomy,1
Health Sciences,Medicine,Anesthesiology and Pain Medicine,13
Health Sciences,Medicine,Biochemistry,2
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,113
Health Sciences,Medicine,Complementary and alternative medicine,9
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,12
Health Sciences,Medicine,Dermatology,14
Health Sciences,Medicine,Emergency Medicine,21
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",85
Health Sciences,Medicine,Epidemiology,135
Health Sciences,Medicine,Family Practice,7
Health Sciences,Medicine,Gastroenterology,12
Health Sciences,Medicine,Genetics,33
Health Sciences,Medicine,Geriatrics and Gerontology,5
Health Sciences,Medicine,Hematology,26
Health Sciences,Medicine,Hepatology,16
Health Sciences,Medicine,Immunology and Allergy,18
Health Sciences,Medicine,Infectious Diseases,58
Health Sciences,Medicine,Internal Medicine,11
Health Sciences,Medicine,Nephrology,15
Health Sciences,Medicine,Neurology,68
Health Sciences,Medicine,Obstetrics and Gynecology,24
Health Sciences,Medicine,Oncology,104
Health Sciences,Medicine,Ophthalmology,16
Health Sciences,Medicine,Orthopedics and Sports Medicine,29
Health Sciences,Medicine,Otorhinolaryngology,9
Health Sciences,Medicine,Pathology and Forensic Medicine,55
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",25
Health Sciences,Medicine,Pharmacology,16
Health Sciences,Medicine,Physiology,94
Health Sciences,Medicine,Psychiatry and Mental health,53
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",109
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,162
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",80
Health Sciences,Medicine,Rehabilitation,5
Health Sciences,Medicine,Reproductive Medicine,30
Health Sciences,Medicine,Rheumatology,23
Health Sciences,Medicine,Surgery,283
Health Sciences,Medicine,Transplantation,5
Health Sciences,Medicine,Urology,2
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Leadership and Management,1
Health Sciences,Nursing,Nutrition and Dietetics,37
Health Sciences,Nursing,Research and Theory,3
Health Sciences,Veterinary,Small Animals,2
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,Aquatic Science,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",18
Life Sciences,Agricultural and Biological Sciences,Food Science,10
