Domain,Group,Field,numpub
Health Sciences,Health Professions,Emergency Medical Services,10
Health Sciences,Health Professions,General Health Professions,38
Health Sciences,Health Professions,Health Information Management,3
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,7
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",6
Health Sciences,Health Professions,Speech and Hearing,2
Health Sciences,Medicine,Anesthesiology and Pain Medicine,8
Health Sciences,Medicine,Biochemistry,2
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,83
Health Sciences,Medicine,Complementary and alternative medicine,9
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,8
Health Sciences,Medicine,Dermatology,5
Health Sciences,Medicine,Emergency Medicine,43
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",45
Health Sciences,Medicine,Epidemiology,81
Health Sciences,Medicine,Gastroenterology,7
Health Sciences,Medicine,Genetics,24
Health Sciences,Medicine,Geriatrics and Gerontology,3
Health Sciences,Medicine,Hematology,19
Health Sciences,Medicine,Hepatology,20
Health Sciences,Medicine,Immunology and Allergy,22
Health Sciences,Medicine,Infectious Diseases,25
Health Sciences,Medicine,Internal Medicine,4
Health Sciences,Medicine,Microbiology,1
Health Sciences,Medicine,Nephrology,24
Health Sciences,Medicine,Neurology,39
Health Sciences,Medicine,Obstetrics and Gynecology,10
Health Sciences,Medicine,Oncology,44
Health Sciences,Medicine,Ophthalmology,24
Health Sciences,Medicine,Orthopedics and Sports Medicine,19
Health Sciences,Medicine,Otorhinolaryngology,10
Health Sciences,Medicine,Pathology and Forensic Medicine,25
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",18
Health Sciences,Medicine,Pharmacology,17
Health Sciences,Medicine,Physiology,67
Health Sciences,Medicine,Psychiatry and Mental health,40
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",61
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,92
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",65
Health Sciences,Medicine,Rehabilitation,6
Health Sciences,Medicine,Reproductive Medicine,33
Health Sciences,Medicine,Rheumatology,26
Health Sciences,Medicine,Surgery,178
Health Sciences,Medicine,Transplantation,5
Health Sciences,Medicine,Urology,12
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Nutrition and Dietetics,20
Health Sciences,Veterinary,Small Animals,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,2
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",18
Life Sciences,Agricultural and Biological Sciences,Food Science,5
Life Sciences,Agricultural and Biological Sciences,Forestry,1
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
Life Sciences,Agricultural and Biological Sciences,Horticulture,1
Life Sciences,Agricultural and Biological Sciences,Insect Science,4
Life Sciences,Agricultural and Biological Sciences,Plant Science,25
Life Sciences,Agricultural and Biological Sciences,Soil Science,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,8
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,9
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,22
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,47
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,12
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,67
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,228
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,8
Life Sciences,Immunology and Microbiology,Immunology,48
Life Sciences,Immunology and Microbiology,Microbiology,4
Life Sciences,Immunology and Microbiology,Parasitology,7
Life Sciences,Immunology and Microbiology,Virology,8
Life Sciences,Neuroscience,Behavioral Neuroscience,7
Life Sciences,Neuroscience,Biological Psychiatry,2
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,38
Life Sciences,Neuroscience,Cognitive Neuroscience,36
Life Sciences,Neuroscience,Developmental Neuroscience,7
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,25
Life Sciences,Neuroscience,Neurology,5
Life Sciences,Neuroscience,Sensory Systems,10
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,3
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,5
Physical Sciences,Chemical Engineering,Bioengineering,1
Physical Sciences,Chemical Engineering,Catalysis,5
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,2
Physical Sciences,Chemical Engineering,Process Chemistry and Technology,1
Physical Sciences,Chemistry,Analytical Chemistry,1
Physical Sciences,Chemistry,Electrochemistry,3
Physical Sciences,Chemistry,Inorganic Chemistry,16
Physical Sciences,Chemistry,Organic Chemistry,28
Physical Sciences,Chemistry,Physical and Theoretical Chemistry,4
Physical Sciences,Chemistry,Spectroscopy,33
Physical Sciences,Computer Science,Artificial Intelligence,37
Physical Sciences,Computer Science,Computational Theory and Mathematics,9
Physical Sciences,Computer Science,Computer Graphics and Computer-Aided Design,6
Physical Sciences,Computer Science,Computer Networks and Communications,42
Physical Sciences,Computer Science,Computer Science Applications,11
Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,20
Physical Sciences,Computer Science,Hardware and Architecture,26
Physical Sciences,Computer Science,Human-Computer Interaction,1
Physical Sciences,Computer Science,Information Systems,46
Physical Sciences,Computer Science,Signal Processing,5
Physical Sciences,Computer Science,Software,9
Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,33
Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,7
Physical Sciences,Earth and Planetary Sciences,Geochemistry and Petrology,1
Physical Sciences,Earth and Planetary Sciences,Geology,4
Physical Sciences,Earth and Planetary Sciences,Geophysics,2
Physical Sciences,Earth and Planetary Sciences,Oceanography,23
Physical Sciences,Earth and Planetary Sciences,Paleontology,1
Physical Sciences,Energy,General Energy,1
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",16
Physical Sciences,Engineering,Aerospace Engineering,33
Physical Sciences,Engineering,Architecture,2
Physical Sciences,Engineering,Automotive Engineering,7
Physical Sciences,Engineering,Biomedical Engineering,91
Physical Sciences,Engineering,Building and Construction,9
Physical Sciences,Engineering,Civil and Structural Engineering,10
Physical Sciences,Engineering,Computational Mechanics,31
Physical Sciences,Engineering,Control and Systems Engineering,44
Physical Sciences,Engineering,Electrical and Electronic Engineering,116
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,3
Physical Sciences,Engineering,Mechanical Engineering,27
Physical Sciences,Engineering,Mechanics of Materials,14
Physical Sciences,Engineering,Media Technology,8
Physical Sciences,Engineering,Ocean Engineering,12
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",8
Physical Sciences,Environmental Science,Ecological Modeling,2
Physical Sciences,Environmental Science,Ecology,24
Physical Sciences,Environmental Science,Environmental Chemistry,11
Physical Sciences,Environmental Science,Environmental Engineering,8
Physical Sciences,Environmental Science,Global and Planetary Change,34
