Domain,Group,Field,numpub
Health Sciences,Dentistry,Orthodontics,1
Health Sciences,Dentistry,Periodontics,2
Health Sciences,Health Professions,Complementary and Manual Therapy,1
Health Sciences,Health Professions,Emergency Medical Services,11
Health Sciences,Health Professions,General Health Professions,60
Health Sciences,Health Professions,Health Information Management,2
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,5
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",4
Health Sciences,Health Professions,Radiological and Ultrasound Technology,1
Health Sciences,Health Professions,Speech and Hearing,6
Health Sciences,Medicine,Anatomy,1
Health Sciences,Medicine,Anesthesiology and Pain Medicine,11
Health Sciences,Medicine,Biochemistry,5
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,110
Health Sciences,Medicine,Complementary and alternative medicine,7
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,3
Health Sciences,Medicine,Dermatology,17
Health Sciences,Medicine,Emergency Medicine,23
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",69
Health Sciences,Medicine,Epidemiology,127
Health Sciences,Medicine,Family Practice,2
Health Sciences,Medicine,Gastroenterology,6
Health Sciences,Medicine,Genetics,36
Health Sciences,Medicine,Geriatrics and Gerontology,10
Health Sciences,Medicine,Health Informatics,2
Health Sciences,Medicine,Hematology,19
Health Sciences,Medicine,Hepatology,24
Health Sciences,Medicine,Immunology and Allergy,19
Health Sciences,Medicine,Infectious Diseases,61
Health Sciences,Medicine,Internal Medicine,7
Health Sciences,Medicine,Nephrology,14
Health Sciences,Medicine,Neurology,60
Health Sciences,Medicine,Obstetrics and Gynecology,27
Health Sciences,Medicine,Oncology,99
Health Sciences,Medicine,Ophthalmology,16
Health Sciences,Medicine,Orthopedics and Sports Medicine,30
Health Sciences,Medicine,Otorhinolaryngology,8
Health Sciences,Medicine,Pathology and Forensic Medicine,54
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",23
Health Sciences,Medicine,Pharmacology,17
Health Sciences,Medicine,Physiology,89
Health Sciences,Medicine,Psychiatry and Mental health,52
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",136
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,154
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",65
Health Sciences,Medicine,Rehabilitation,8
Health Sciences,Medicine,Reproductive Medicine,22
Health Sciences,Medicine,Rheumatology,33
Health Sciences,Medicine,Surgery,235
Health Sciences,Medicine,Transplantation,8
Health Sciences,Medicine,Urology,5
Health Sciences,Nursing,"Issues, ethics and legal aspects",2
Health Sciences,Nursing,Nutrition and Dietetics,37
Health Sciences,Veterinary,Small Animals,2
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",21
Life Sciences,Agricultural and Biological Sciences,Food Science,6
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
Life Sciences,Agricultural and Biological Sciences,Insect Science,7
Life Sciences,Agricultural and Biological Sciences,Plant Science,17
Life Sciences,Agricultural and Biological Sciences,Soil Science,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,8
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,15
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,35
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,39
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,18
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,103
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,302
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,11
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,6
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,3
Life Sciences,Immunology and Microbiology,Immunology,63
Life Sciences,Immunology and Microbiology,Microbiology,6
Life Sciences,Immunology and Microbiology,Parasitology,12
Life Sciences,Immunology and Microbiology,Virology,9
Life Sciences,Neuroscience,Behavioral Neuroscience,1
Life Sciences,Neuroscience,Biological Psychiatry,4
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,38
Life Sciences,Neuroscience,Cognitive Neuroscience,62
Life Sciences,Neuroscience,Developmental Neuroscience,4
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,22
Life Sciences,Neuroscience,Neurology,21
Life Sciences,Neuroscience,Sensory Systems,6
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,1
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,1
Physical Sciences,Chemical Engineering,Bioengineering,2
Physical Sciences,Chemical Engineering,Catalysis,2
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,2
Physical Sciences,Chemistry,Inorganic Chemistry,6
Physical Sciences,Chemistry,Organic Chemistry,19
