Domain,Group,Field,numpub
Health Sciences,Health Professions,Emergency Medical Services,9
Health Sciences,Health Professions,General Health Professions,47
Health Sciences,Health Professions,Health Information Management,6
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,6
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",8
Health Sciences,Health Professions,Radiological and Ultrasound Technology,2
Health Sciences,Health Professions,Speech and Hearing,1
Health Sciences,Medicine,Anatomy,1
Health Sciences,Medicine,Anesthesiology and Pain Medicine,5
Health Sciences,Medicine,Biochemistry,3
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,71
Health Sciences,Medicine,Complementary and alternative medicine,4
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,5
Health Sciences,Medicine,Dermatology,5
Health Sciences,Medicine,Emergency Medicine,17
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",49
Health Sciences,Medicine,Epidemiology,81
Health Sciences,Medicine,Family Practice,1
Health Sciences,Medicine,Gastroenterology,2
Health Sciences,Medicine,Genetics,28
Health Sciences,Medicine,Geriatrics and Gerontology,2
Health Sciences,Medicine,Hematology,15
Health Sciences,Medicine,Hepatology,23
Health Sciences,Medicine,Immunology and Allergy,15
Health Sciences,Medicine,Infectious Diseases,44
Health Sciences,Medicine,Internal Medicine,2
Health Sciences,Medicine,Nephrology,25
Health Sciences,Medicine,Neurology,32
Health Sciences,Medicine,Obstetrics and Gynecology,3
Health Sciences,Medicine,Oncology,51
Health Sciences,Medicine,Ophthalmology,14
Health Sciences,Medicine,Orthopedics and Sports Medicine,13
Health Sciences,Medicine,Otorhinolaryngology,7
Health Sciences,Medicine,Pathology and Forensic Medicine,30
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",20
Health Sciences,Medicine,Pharmacology,10
Health Sciences,Medicine,Physiology,74
Health Sciences,Medicine,Psychiatry and Mental health,45
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",54
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,85
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",52
Health Sciences,Medicine,Rehabilitation,5
Health Sciences,Medicine,Reproductive Medicine,32
Health Sciences,Medicine,Rheumatology,19
Health Sciences,Medicine,Surgery,139
Health Sciences,Medicine,Transplantation,8
Health Sciences,Medicine,Urology,7
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Leadership and Management,1
Health Sciences,Nursing,Nutrition and Dietetics,15
Health Sciences,Veterinary,Equine,1
Health Sciences,Veterinary,Small Animals,2
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",15
Life Sciences,Agricultural and Biological Sciences,Food Science,4
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
Life Sciences,Agricultural and Biological Sciences,Insect Science,2
Life Sciences,Agricultural and Biological Sciences,Plant Science,17
Life Sciences,Agricultural and Biological Sciences,Soil Science,6
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,8
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,12
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,29
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,52
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,53
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,254
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,11
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,1
Life Sciences,Immunology and Microbiology,Immunology,60
Life Sciences,Immunology and Microbiology,Microbiology,10
Life Sciences,Immunology and Microbiology,Parasitology,6
Life Sciences,Immunology and Microbiology,Virology,4
Life Sciences,Neuroscience,Behavioral Neuroscience,1
Life Sciences,Neuroscience,Biological Psychiatry,1
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,51
Life Sciences,Neuroscience,Cognitive Neuroscience,62
Life Sciences,Neuroscience,Developmental Neuroscience,6
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,34
Life Sciences,Neuroscience,Neurology,14
Life Sciences,Neuroscience,Sensory Systems,7
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,4
Physical Sciences,Chemical Engineering,Catalysis,3
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,1
Physical Sciences,Chemical Engineering,Process Chemistry and Technology,1
Physical Sciences,Chemistry,Electrochemistry,3
