Domain,Group,Field,numpub
Health Sciences,Dentistry,Periodontics,5
Health Sciences,Health Professions,Emergency Medical Services,20
Health Sciences,Health Professions,General Health Professions,92
Health Sciences,Health Professions,Health Information Management,17
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,3
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",1
Health Sciences,Health Professions,Radiological and Ultrasound Technology,4
Health Sciences,Health Professions,Speech and Hearing,17
Health Sciences,Medicine,Anesthesiology and Pain Medicine,11
Health Sciences,Medicine,Biochemistry,9
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,173
Health Sciences,Medicine,Complementary and alternative medicine,21
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,16
Health Sciences,Medicine,Dermatology,19
Health Sciences,Medicine,Emergency Medicine,31
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",76
Health Sciences,Medicine,Epidemiology,170
Health Sciences,Medicine,Family Practice,9
Health Sciences,Medicine,Gastroenterology,28
Health Sciences,Medicine,Genetics,49
Health Sciences,Medicine,Geriatrics and Gerontology,4
Health Sciences,Medicine,Health Informatics,13
Health Sciences,Medicine,Hematology,60
Health Sciences,Medicine,Hepatology,16
Health Sciences,Medicine,Immunology and Allergy,17
Health Sciences,Medicine,Infectious Diseases,121
Health Sciences,Medicine,Internal Medicine,8
Health Sciences,Medicine,Nephrology,36
Health Sciences,Medicine,Neurology,83
Health Sciences,Medicine,Obstetrics and Gynecology,44
Health Sciences,Medicine,Oncology,147
Health Sciences,Medicine,Ophthalmology,13
Health Sciences,Medicine,Orthopedics and Sports Medicine,18
Health Sciences,Medicine,Otorhinolaryngology,5
Health Sciences,Medicine,Pathology and Forensic Medicine,75
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",63
Health Sciences,Medicine,Pharmacology,26
Health Sciences,Medicine,Physiology,122
Health Sciences,Medicine,Psychiatry and Mental health,69
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",140
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,279
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",104
Health Sciences,Medicine,Rehabilitation,9
Health Sciences,Medicine,Reproductive Medicine,23
Health Sciences,Medicine,Rheumatology,29
Health Sciences,Medicine,Surgery,299
Health Sciences,Medicine,Transplantation,3
Health Sciences,Medicine,Urology,4
Health Sciences,Nursing,"Issues, ethics and legal aspects",2
Health Sciences,Nursing,Nutrition and Dietetics,40
Health Sciences,Nursing,Research and Theory,1
Health Sciences,Veterinary,Small Animals,2
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,1
Life Sciences,Agricultural and Biological Sciences,Aquatic Science,2
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",18
Life Sciences,Agricultural and Biological Sciences,Food Science,4
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,1
Life Sciences,Agricultural and Biological Sciences,Insect Science,13
Life Sciences,Agricultural and Biological Sciences,Plant Science,29
Life Sciences,Agricultural and Biological Sciences,Soil Science,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,22
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,4
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,16
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,66
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,56
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,9
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,4
