Domain,Group,Field,numpub
Health Sciences,Dentistry,Oral Surgery,1
Health Sciences,Dentistry,Orthodontics,1
Health Sciences,Health Professions,Emergency Medical Services,13
Health Sciences,Health Professions,General Health Professions,42
Health Sciences,Health Professions,Health Information Management,8
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,4
Health Sciences,Health Professions,Pharmacy,4
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",3
Health Sciences,Health Professions,Radiological and Ultrasound Technology,3
Health Sciences,Health Professions,Speech and Hearing,5
Health Sciences,Medicine,Anatomy,1
Health Sciences,Medicine,Anesthesiology and Pain Medicine,6
Health Sciences,Medicine,Biochemistry,3
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,88
Health Sciences,Medicine,Complementary and alternative medicine,6
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,9
Health Sciences,Medicine,Dermatology,13
Health Sciences,Medicine,Emergency Medicine,25
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",58
Health Sciences,Medicine,Epidemiology,101
Health Sciences,Medicine,Family Practice,2
Health Sciences,Medicine,Gastroenterology,5
Health Sciences,Medicine,Genetics,29
Health Sciences,Medicine,Geriatrics and Gerontology,2
Health Sciences,Medicine,Hematology,27
Health Sciences,Medicine,Hepatology,20
Health Sciences,Medicine,Immunology and Allergy,21
Health Sciences,Medicine,Infectious Diseases,42
Health Sciences,Medicine,Internal Medicine,6
Health Sciences,Medicine,Nephrology,27
Health Sciences,Medicine,Neurology,82
Health Sciences,Medicine,Obstetrics and Gynecology,5
Health Sciences,Medicine,Oncology,81
Health Sciences,Medicine,Ophthalmology,10
Health Sciences,Medicine,Orthopedics and Sports Medicine,25
Health Sciences,Medicine,Otorhinolaryngology,3
Health Sciences,Medicine,Pathology and Forensic Medicine,37
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",39
Health Sciences,Medicine,Pharmacology,15
Health Sciences,Medicine,Physiology,88
Health Sciences,Medicine,Psychiatry and Mental health,46
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",64
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,130
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",81
Health Sciences,Medicine,Rehabilitation,11
Health Sciences,Medicine,Reproductive Medicine,23
Health Sciences,Medicine,Rheumatology,41
Health Sciences,Medicine,Surgery,211
Health Sciences,Medicine,Transplantation,6
Health Sciences,Medicine,Urology,8
Health Sciences,Nursing,"Issues, ethics and legal aspects",2
Health Sciences,Nursing,Nutrition and Dietetics,74
Health Sciences,Veterinary,Small Animals,3
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,4
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",12
Life Sciences,Agricultural and Biological Sciences,Food Science,3
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
Life Sciences,Agricultural and Biological Sciences,Horticulture,1
Life Sciences,Agricultural and Biological Sciences,Insect Science,5
Life Sciences,Agricultural and Biological Sciences,Plant Science,40
Life Sciences,Agricultural and Biological Sciences,Soil Science,6
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,12
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,18
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,6
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,34
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,60
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,12
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,14
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,72
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,387
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,5
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,1
Life Sciences,Immunology and Microbiology,Applied Microbiology and Biotechnology,2
Life Sciences,Immunology and Microbiology,Immunology,91
Life Sciences,Immunology and Microbiology,Microbiology,11
Life Sciences,Immunology and Microbiology,Parasitology,6
Life Sciences,Immunology and Microbiology,Virology,12
Life Sciences,Neuroscience,Behavioral Neuroscience,5
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,40
Life Sciences,Neuroscience,Cognitive Neuroscience,43
Life Sciences,Neuroscience,Developmental Neuroscience,10
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,35
Life Sciences,Neuroscience,Neurology,26
Life Sciences,Neuroscience,Sensory Systems,6
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,3
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,3
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,4
Physical Sciences,Chemical Engineering,Bioengineering,1
Physical Sciences,Chemical Engineering,Catalysis,10
Physical Sciences,Chemistry,Analytical Chemistry,10
Physical Sciences,Chemistry,Electrochemistry,5
Physical Sciences,Chemistry,Inorganic Chemistry,34
Physical Sciences,Chemistry,Organic Chemistry,44
Physical Sciences,Chemistry,Physical and Theoretical Chemistry,7
Physical Sciences,Chemistry,Spectroscopy,41
Physical Sciences,Computer Science,Artificial Intelligence,41
Physical Sciences,Computer Science,Computational Theory and Mathematics,11
Physical Sciences,Computer Science,Computer Graphics and Computer-Aided Design,1
Physical Sciences,Computer Science,Computer Networks and Communications,53
Physical Sciences,Computer Science,Computer Science Applications,5
Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,17
Physical Sciences,Computer Science,Hardware and Architecture,12
Physical Sciences,Computer Science,Human-Computer Interaction,1
Physical Sciences,Computer Science,Information Systems,35
Physical Sciences,Computer Science,Signal Processing,9
Physical Sciences,Computer Science,Software,10
Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,31
Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,10
Physical Sciences,Earth and Planetary Sciences,Geochemistry and Petrology,4
Physical Sciences,Earth and Planetary Sciences,Geophysics,1
Physical Sciences,Earth and Planetary Sciences,Oceanography,15
Physical Sciences,Earth and Planetary Sciences,Paleontology,5
Physical Sciences,Earth and Planetary Sciences,Space and Planetary Science,1
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",20
Physical Sciences,Engineering,Aerospace Engineering,31
Physical Sciences,Engineering,Architecture,2
Physical Sciences,Engineering,Automotive Engineering,6
Physical Sciences,Engineering,Biomedical Engineering,107
Physical Sciences,Engineering,Building and Construction,8
Physical Sciences,Engineering,Civil and Structural Engineering,18
Physical Sciences,Engineering,Computational Mechanics,32
Physical Sciences,Engineering,Control and Systems Engineering,68
Physical Sciences,Engineering,Electrical and Electronic Engineering,119
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,1
Physical Sciences,Engineering,Mechanical Engineering,46
Physical Sciences,Engineering,Mechanics of Materials,13
Physical Sciences,Engineering,Media Technology,6
Physical Sciences,Engineering,Ocean Engineering,13
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",12
Physical Sciences,Environmental Science,Ecological Modeling,2
Physical Sciences,Environmental Science,Ecology,42
Physical Sciences,Environmental Science,Environmental Chemistry,21
Physical Sciences,Environmental Science,Environmental Engineering,14
Physical Sciences,Environmental Science,Global and Planetary Change,36
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",56
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,4
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",11
Physical Sciences,Environmental Science,Nature and Landscape Conservation,14
Physical Sciences,Environmental Science,Pollution,17
Physical Sciences,Environmental Science,Water Science and Technology,13
Physical Sciences,Materials Science,Biomaterials,19
Physical Sciences,Materials Science,Ceramics and Composites,1
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",15
Physical Sciences,Materials Science,General Materials Science,2
Physical Sciences,Materials Science,Materials Chemistry,140
Physical Sciences,Materials Science,Metals and Alloys,3
Physical Sciences,Materials Science,Polymers and Plastics,7
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",19
Physical Sciences,Mathematics,Algebra and Number Theory,6
Physical Sciences,Mathematics,Applied Mathematics,13
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,3
Physical Sciences,Mathematics,Geometry and Topology,22
Physical Sciences,Mathematics,Mathematical Physics,10
Physical Sciences,Mathematics,Numerical Analysis,1
Physical Sciences,Mathematics,Statistics and Probability,31
Physical Sciences,Mathematics,Theoretical Computer Science,1
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,152
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",78
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,9
Physical Sciences,Physics and Astronomy,Instrumentation,10
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,47
Physical Sciences,Physics and Astronomy,Radiation,21
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,9
Social Sciences,Arts and Humanities,Archeology,6
Social Sciences,Arts and Humanities,Classics,7
Social Sciences,Arts and Humanities,General Arts and Humanities,2
Social Sciences,Arts and Humanities,History,28
Social Sciences,Arts and Humanities,History and Philosophy of Science,10
Social Sciences,Arts and Humanities,Language and Linguistics,12
Social Sciences,Arts and Humanities,Literature and Literary Theory,29
Social Sciences,Arts and Humanities,Museology,2
Social Sciences,Arts and Humanities,Music,6
Social Sciences,Arts and Humanities,Philosophy,33
Social Sciences,Arts and Humanities,Religious studies,15
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,5
Social Sciences,"Business, Management and Accounting",Accounting,29
Social Sciences,"Business, Management and Accounting",Management Information Systems,6
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,9
Social Sciences,"Business, Management and Accounting",Marketing,18
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,12
Social Sciences,"Business, Management and Accounting",Strategy and Management,32
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",1
Social Sciences,Decision Sciences,General Decision Sciences,7
Social Sciences,Decision Sciences,Information Systems and Management,17
Social Sciences,Decision Sciences,Management Science and Operations Research,44
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",6
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,90
Social Sciences,"Economics, Econometrics and Finance",Finance,37
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",22
Social Sciences,Psychology,Applied Psychology,2
Social Sciences,Psychology,Clinical Psychology,52
Social Sciences,Psychology,Developmental and Educational Psychology,25
Social Sciences,Psychology,Experimental and Cognitive Psychology,29
Social Sciences,Psychology,Social Psychology,78
Social Sciences,Social Sciences,Anthropology,28
Social Sciences,Social Sciences,Communication,12
Social Sciences,Social Sciences,Cultural Studies,10
Social Sciences,Social Sciences,Demography,23
Social Sciences,Social Sciences,Development,3
Social Sciences,Social Sciences,Education,101
Social Sciences,Social Sciences,Gender Studies,18
Social Sciences,Social Sciences,General Social Sciences,1
Social Sciences,Social Sciences,"Geography, Planning and Development",4
Social Sciences,Social Sciences,Health,8
Social Sciences,Social Sciences,Law,31
Social Sciences,Social Sciences,Life-span and Life-course Studies,1
Social Sciences,Social Sciences,Linguistics and Language,3
Social Sciences,Social Sciences,Political Science and International Relations,105
Social Sciences,Social Sciences,Public Administration,3
Social Sciences,Social Sciences,Safety Research,18
Social Sciences,Social Sciences,Sociology and Political Science,152
Social Sciences,Social Sciences,Transportation,6
