Domain,Group,Field,numpub
Health Sciences,Dentistry,Oral Surgery,1
Health Sciences,Dentistry,Periodontics,1
Health Sciences,Health Professions,Complementary and Manual Therapy,1
Health Sciences,Health Professions,Emergency Medical Services,12
Health Sciences,Health Professions,General Health Professions,79
Health Sciences,Health Professions,Health Information Management,11
Health Sciences,Health Professions,Medical Laboratory Technology,2
Health Sciences,Health Professions,Occupational Therapy,5
Health Sciences,Health Professions,Pharmacy,10
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",2
Health Sciences,Health Professions,Radiological and Ultrasound Technology,2
Health Sciences,Health Professions,Speech and Hearing,10
Health Sciences,Medicine,Anatomy,4
Health Sciences,Medicine,Anesthesiology and Pain Medicine,11
Health Sciences,Medicine,Biochemistry,8
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,161
Health Sciences,Medicine,Complementary and alternative medicine,11
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,12
Health Sciences,Medicine,Dermatology,12
Health Sciences,Medicine,Emergency Medicine,32
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",92
Health Sciences,Medicine,Epidemiology,143
Health Sciences,Medicine,Family Practice,8
Health Sciences,Medicine,Gastroenterology,7
Health Sciences,Medicine,Genetics,35
Health Sciences,Medicine,Geriatrics and Gerontology,10
Health Sciences,Medicine,Health Informatics,30
Health Sciences,Medicine,Hematology,30
Health Sciences,Medicine,Hepatology,10
Health Sciences,Medicine,Immunology and Allergy,11
Health Sciences,Medicine,Infectious Diseases,74
Health Sciences,Medicine,Internal Medicine,11
Health Sciences,Medicine,Nephrology,25
Health Sciences,Medicine,Neurology,82
Health Sciences,Medicine,Obstetrics and Gynecology,18
Health Sciences,Medicine,Oncology,126
Health Sciences,Medicine,Ophthalmology,16
Health Sciences,Medicine,Orthopedics and Sports Medicine,18
Health Sciences,Medicine,Otorhinolaryngology,8
Health Sciences,Medicine,Pathology and Forensic Medicine,67
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",50
Health Sciences,Medicine,Pharmacology,23
Health Sciences,Medicine,Physiology,90
Health Sciences,Medicine,Psychiatry and Mental health,66
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",124
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,184
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",88
Health Sciences,Medicine,Rehabilitation,7
Health Sciences,Medicine,Reproductive Medicine,24
Health Sciences,Medicine,Rheumatology,26
Health Sciences,Medicine,Surgery,282
Health Sciences,Medicine,Transplantation,6
Health Sciences,Medicine,Urology,4
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Nutrition and Dietetics,25
Health Sciences,Veterinary,Small Animals,1
Life Sciences,Agricultural and Biological Sciences,Agronomy and Crop Science,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,2
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",17
Life Sciences,Agricultural and Biological Sciences,Food Science,7
Life Sciences,Agricultural and Biological Sciences,Forestry,2
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,2
Life Sciences,Agricultural and Biological Sciences,Insect Science,2
Life Sciences,Agricultural and Biological Sciences,Plant Science,31
Life Sciences,Agricultural and Biological Sciences,Soil Science,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Aging,11
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biochemistry,1
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biophysics,10
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Biotechnology,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cancer Research,39
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Cell Biology,46
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Clinical Biochemistry,6
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Developmental Biology,3
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Endocrinology,11
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Genetics,110
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,296
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,11
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Physiology,2
Life Sciences,"Biochemistry, Genetics and Molecular Biology",Structural Biology,3
Life Sciences,Immunology and Microbiology,Applied Microbiology and Biotechnology,3
Life Sciences,Immunology and Microbiology,Immunology,71
Life Sciences,Immunology and Microbiology,Microbiology,14
Life Sciences,Immunology and Microbiology,Parasitology,8
Life Sciences,Immunology and Microbiology,Virology,4
Life Sciences,Neuroscience,Behavioral Neuroscience,4
Life Sciences,Neuroscience,Biological Psychiatry,2
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,29
Life Sciences,Neuroscience,Cognitive Neuroscience,75
Life Sciences,Neuroscience,Developmental Neuroscience,4
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,21
Life Sciences,Neuroscience,Neurology,39
Life Sciences,Neuroscience,Sensory Systems,8
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,2
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,5
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,1
Physical Sciences,Chemical Engineering,Bioengineering,1
Physical Sciences,Chemical Engineering,Catalysis,4
Physical Sciences,Chemical Engineering,Chemical Health and Safety,1
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,1
Physical Sciences,Chemical Engineering,Process Chemistry and Technology,1
Physical Sciences,Chemistry,Electrochemistry,2
Physical Sciences,Chemistry,Inorganic Chemistry,4
Physical Sciences,Chemistry,Organic Chemistry,26
Physical Sciences,Chemistry,Physical and Theoretical Chemistry,3
Physical Sciences,Chemistry,Spectroscopy,19
Physical Sciences,Computer Science,Artificial Intelligence,164
Physical Sciences,Computer Science,Computational Theory and Mathematics,26
Physical Sciences,Computer Science,Computer Graphics and Computer-Aided Design,2
Physical Sciences,Computer Science,Computer Networks and Communications,36
Physical Sciences,Computer Science,Computer Science Applications,18
Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,38
Physical Sciences,Computer Science,Hardware and Architecture,7
Physical Sciences,Computer Science,Human-Computer Interaction,17
Physical Sciences,Computer Science,Information Systems,43
Physical Sciences,Computer Science,Signal Processing,12
Physical Sciences,Computer Science,Software,7
Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,27
Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,6
Physical Sciences,Earth and Planetary Sciences,Geochemistry and Petrology,1
Physical Sciences,Earth and Planetary Sciences,Geology,4
Physical Sciences,Earth and Planetary Sciences,Geophysics,4
