Domain,Group,Field,numpub
Health Sciences,Dentistry,Periodontics,1
Health Sciences,Health Professions,Emergency Medical Services,21
Health Sciences,Health Professions,General Health Professions,94
Health Sciences,Health Professions,Health Information Management,9
Health Sciences,Health Professions,Medical Laboratory Technology,1
Health Sciences,Health Professions,Occupational Therapy,3
Health Sciences,Health Professions,Pharmacy,6
Health Sciences,Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",1
Health Sciences,Health Professions,Radiological and Ultrasound Technology,4
Health Sciences,Health Professions,Speech and Hearing,7
Health Sciences,Medicine,Anesthesiology and Pain Medicine,12
Health Sciences,Medicine,Biochemistry,3
Health Sciences,Medicine,Cardiology and Cardiovascular Medicine,137
Health Sciences,Medicine,Complementary and alternative medicine,19
Health Sciences,Medicine,Critical Care and Intensive Care Medicine,19
Health Sciences,Medicine,Dermatology,16
Health Sciences,Medicine,Emergency Medicine,25
Health Sciences,Medicine,"Endocrinology, Diabetes and Metabolism",75
Health Sciences,Medicine,Epidemiology,157
Health Sciences,Medicine,Family Practice,11
Health Sciences,Medicine,Gastroenterology,23
Health Sciences,Medicine,Genetics,47
Health Sciences,Medicine,Geriatrics and Gerontology,5
Health Sciences,Medicine,Health Informatics,8
Health Sciences,Medicine,Hematology,29
Health Sciences,Medicine,Hepatology,19
Health Sciences,Medicine,Immunology and Allergy,14
Health Sciences,Medicine,Infectious Diseases,127
Health Sciences,Medicine,Internal Medicine,21
Health Sciences,Medicine,Nephrology,35
Health Sciences,Medicine,Neurology,84
Health Sciences,Medicine,Obstetrics and Gynecology,32
Health Sciences,Medicine,Oncology,142
Health Sciences,Medicine,Ophthalmology,16
Health Sciences,Medicine,Orthopedics and Sports Medicine,14
Health Sciences,Medicine,Otorhinolaryngology,5
Health Sciences,Medicine,Pathology and Forensic Medicine,73
Health Sciences,Medicine,"Pediatrics, Perinatology and Child Health",39
Health Sciences,Medicine,Pharmacology,22
Health Sciences,Medicine,Physiology,109
Health Sciences,Medicine,Psychiatry and Mental health,43
Health Sciences,Medicine,"Public Health, Environmental and Occupational Health",157
Health Sciences,Medicine,Pulmonary and Respiratory Medicine,189
Health Sciences,Medicine,"Radiology, Nuclear Medicine and Imaging",97
Health Sciences,Medicine,Rehabilitation,10
Health Sciences,Medicine,Reproductive Medicine,22
Health Sciences,Medicine,Rheumatology,29
Health Sciences,Medicine,Surgery,325
Health Sciences,Medicine,Transplantation,2
Health Sciences,Medicine,Urology,4
Health Sciences,Nursing,"Issues, ethics and legal aspects",1
Health Sciences,Nursing,Leadership and Management,1
Health Sciences,Nursing,Nutrition and Dietetics,38
Health Sciences,Nursing,Research and Theory,1
Health Sciences,Veterinary,Small Animals,1
Life Sciences,Agricultural and Biological Sciences,Animal Science and Zoology,3
Life Sciences,Agricultural and Biological Sciences,Aquatic Science,1
Life Sciences,Agricultural and Biological Sciences,"Ecology, Evolution, Behavior and Systematics",22
Life Sciences,Agricultural and Biological Sciences,Food Science,7
Life Sciences,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,3
