Domain,Group,Field,numpub
Physical Sciences,Engineering,Electrical and Electronic Engineering,4238
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,404
Physical Sciences,Engineering,Mechanical Engineering,2686
Physical Sciences,Engineering,Mechanics of Materials,829
Physical Sciences,Engineering,Media Technology,375
Physical Sciences,Engineering,Ocean Engineering,479
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",270
Physical Sciences,Environmental Science,Ecological Modeling,170
Physical Sciences,Environmental Science,Ecology,1106
Physical Sciences,Environmental Science,Environmental Chemistry,401
Physical Sciences,Environmental Science,Environmental Engineering,637
Physical Sciences,Environmental Science,Global and Planetary Change,1623
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",1505
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,171
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",257
Physical Sciences,Environmental Science,Nature and Landscape Conservation,1096
Physical Sciences,Environmental Science,Pollution,359
Physical Sciences,Environmental Science,Water Science and Technology,364
Physical Sciences,Materials Science,Biomaterials,409
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",513
Physical Sciences,Materials Science,General Materials Science,1146
Physical Sciences,Materials Science,Materials Chemistry,2619
Physical Sciences,Materials Science,Metals and Alloys,459
Physical Sciences,Materials Science,Polymers and Plastics,144
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",206
Physical Sciences,Mathematics,Algebra and Number Theory,142
Physical Sciences,Mathematics,Applied Mathematics,227
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,138
Physical Sciences,Mathematics,Geometry and Topology,540
Physical Sciences,Mathematics,Mathematical Physics,329
Physical Sciences,Mathematics,Modeling and Simulation,339
Physical Sciences,Mathematics,Numerical Analysis,91
Physical Sciences,Mathematics,Statistics and Probability,1113
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,5375
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1894
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,655
Physical Sciences,Physics and Astronomy,Instrumentation,143
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,2459
Physical Sciences,Physics and Astronomy,Radiation,2397
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,751
Social Sciences,Arts and Humanities,Archeology,176
Social Sciences,Arts and Humanities,History,228
Social Sciences,Arts and Humanities,History and Philosophy of Science,208
Social Sciences,Arts and Humanities,Language and Linguistics,271
Social Sciences,Arts and Humanities,Literature and Literary Theory,280
Social Sciences,Arts and Humanities,Music,110
Social Sciences,Arts and Humanities,Philosophy,471
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,114
Social Sciences,"Business, Management and Accounting",Accounting,701
Social Sciences,"Business, Management and Accounting",Management Information Systems,919
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,158
Social Sciences,"Business, Management and Accounting",Marketing,321
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,408
Social Sciences,"Business, Management and Accounting",Strategy and Management,657
Social Sciences,Decision Sciences,Information Systems and Management,450
Social Sciences,Decision Sciences,Management Science and Operations Research,860
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",1473
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,3608
Social Sciences,"Economics, Econometrics and Finance",Finance,510
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",289
Social Sciences,Psychology,Applied Psychology,456
Social Sciences,Psychology,Clinical Psychology,3132
Social Sciences,Psychology,Developmental and Educational Psychology,609
Social Sciences,Psychology,Experimental and Cognitive Psychology,1172
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,148
Social Sciences,Psychology,Social Psychology,2346
Social Sciences,Social Sciences,Anthropology,419
Social Sciences,Social Sciences,Communication,463
Social Sciences,Social Sciences,Cultural Studies,173
Social Sciences,Social Sciences,Demography,558
Social Sciences,Social Sciences,Education,1835
Social Sciences,Social Sciences,Gender Studies,1596
Social Sciences,Social Sciences,General Social Sciences,102
Social Sciences,Social Sciences,"Geography, Planning and Development",90
Social Sciences,Social Sciences,Health,2082
Social Sciences,Social Sciences,Law,395
Social Sciences,Social Sciences,Linguistics and Language,130
Social Sciences,Social Sciences,Political Science and International Relations,1709
Social Sciences,Social Sciences,Public Administration,144
Social Sciences,Social Sciences,Safety Research,743
Social Sciences,Social Sciences,Sociology and Political Science,5780
Social Sciences,Social Sciences,Transportation,271
Social Sciences,Social Sciences,Urban Studies,114
