Domain,Group,Field,numpub
Physical Sciences,Engineering,Aerospace Engineering,676
Physical Sciences,Engineering,Automotive Engineering,382
Physical Sciences,Engineering,Biomedical Engineering,3280
Physical Sciences,Engineering,Building and Construction,429
Physical Sciences,Engineering,Civil and Structural Engineering,457
Physical Sciences,Engineering,Computational Mechanics,490
Physical Sciences,Engineering,Control and Systems Engineering,673
Physical Sciences,Engineering,Electrical and Electronic Engineering,2684
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,175
Physical Sciences,Engineering,Mechanical Engineering,608
Physical Sciences,Engineering,Mechanics of Materials,345
Physical Sciences,Engineering,Media Technology,324
Physical Sciences,Engineering,Ocean Engineering,389
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",205
Physical Sciences,Environmental Science,Ecological Modeling,260
Physical Sciences,Environmental Science,Ecology,2516
Physical Sciences,Environmental Science,Environmental Chemistry,547
Physical Sciences,Environmental Science,Environmental Engineering,452
Physical Sciences,Environmental Science,Global and Planetary Change,3269
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",2105
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,85
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",416
Physical Sciences,Environmental Science,Nature and Landscape Conservation,883
Physical Sciences,Environmental Science,Pollution,404
Physical Sciences,Environmental Science,Water Science and Technology,389
Physical Sciences,Materials Science,Biomaterials,347
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",363
Physical Sciences,Materials Science,General Materials Science,118
Physical Sciences,Materials Science,Materials Chemistry,1333
Physical Sciences,Materials Science,Polymers and Plastics,155
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",151
Physical Sciences,Mathematics,Applied Mathematics,202
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,80
Physical Sciences,Mathematics,Geometry and Topology,324
Physical Sciences,Mathematics,Mathematical Physics,298
Physical Sciences,Mathematics,Modeling and Simulation,397
Physical Sciences,Mathematics,Numerical Analysis,78
Physical Sciences,Mathematics,Statistics and Probability,926
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,2565
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",1108
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,134
Physical Sciences,Physics and Astronomy,Instrumentation,117
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,2017
Physical Sciences,Physics and Astronomy,Radiation,503
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,599
Social Sciences,Arts and Humanities,Archeology,87
Social Sciences,Arts and Humanities,History,152
Social Sciences,Arts and Humanities,History and Philosophy of Science,138
Social Sciences,Arts and Humanities,Language and Linguistics,181
Social Sciences,Arts and Humanities,Literature and Literary Theory,232
Social Sciences,Arts and Humanities,Philosophy,285
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,74
Social Sciences,"Business, Management and Accounting",Accounting,412
Social Sciences,"Business, Management and Accounting",Management Information Systems,346
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,156
Social Sciences,"Business, Management and Accounting",Marketing,288
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,396
Social Sciences,"Business, Management and Accounting",Strategy and Management,317
Social Sciences,Decision Sciences,Information Systems and Management,536
Social Sciences,Decision Sciences,Management Science and Operations Research,686
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",393
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,2176
Social Sciences,"Economics, Econometrics and Finance",Finance,528
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",140
Social Sciences,Psychology,Applied Psychology,466
Social Sciences,Psychology,Clinical Psychology,2600
Social Sciences,Psychology,Developmental and Educational Psychology,614
Social Sciences,Psychology,Experimental and Cognitive Psychology,939
Social Sciences,Psychology,Social Psychology,1872
Social Sciences,Social Sciences,Anthropology,226
Social Sciences,Social Sciences,Communication,364
Social Sciences,Social Sciences,Cultural Studies,188
Social Sciences,Social Sciences,Demography,279
Social Sciences,Social Sciences,Education,1434
Social Sciences,Social Sciences,Gender Studies,867
Social Sciences,Social Sciences,"Geography, Planning and Development",191
Social Sciences,Social Sciences,Health,1460
Social Sciences,Social Sciences,Human Factors and Ergonomics,128
Social Sciences,Social Sciences,Law,140
Social Sciences,Social Sciences,Library and Information Sciences,70
Social Sciences,Social Sciences,Linguistics and Language,86
Social Sciences,Social Sciences,Political Science and International Relations,755
Social Sciences,Social Sciences,Public Administration,92
Social Sciences,Social Sciences,Safety Research,681
Social Sciences,Social Sciences,Sociology and Political Science,3741
Social Sciences,Social Sciences,Transportation,455
Social Sciences,Social Sciences,Urban Studies,91
